"date" "Temp.min" "Temp.max" "Duree.ensoleil" "Hauteur.precip" "10h" "13h" "16h"
"16-04-2016" "7.5" "12.2" "2" "1.2" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"17-04-2016" "1.2" "11.6" "9" "0.0" NA NA NA
"18-04-2016" "0.6" "13.3" "7" "0.0" NA "   Très nuageux     " "   Très nuageux   "
"19-04-2016" "6.6" "14.4" "5" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"20-04-2016" "3.6" "16.1" "13" "0.0" NA NA NA
"21-04-2016" "6.4" "18.9" "9" "0.0" "   Très nuageux     " "" NA
"22-04-2016" "9.0" "14.4" "3" "0.4" NA NA NA
"23-04-2016" "6.9" "10.6" "5" "0.2" "   Très nuageux     " "   Très nuageux     " "   Eclaircies   "
"24-04-2016" "1.7" "8.4" "3" "3.8" "   Bruine     " "   Très nuageux     " "   Très nuageux   "
"25-04-2016" "2.9" "9.9" "0" "6.6" "   Très nuageux     " "   Bruine     " "   Très nuageux   "
"26-04-2016" "1.7" "8.2" "6" "5.8" "   Très nuageux     " "   Très nuageux     " "   Rares averses   "
"27-04-2016" "2.7" "10.6" "5" "1.0" "   Très nuageux     " "   Eclaircies     " "   Très nuageux   "
"28-04-2016" "-0.3" "11.7" "10" "0.0" "   Eclaircies     " NA NA
"29-04-2016" "4.9" "10.7" "0" "1.4" "   Très nuageux     " "   Bruine     " "   Très nuageux   "
"30-04-2016" "4.7" "11.5" "5" "0.0" "   Très nuageux     " NA NA
"01-05-2016" "2.6" "15.1" "14" "0.0" NA NA NA
"02-05-2016" "2.4" "17.2" "8" "0.6" NA NA "   Très nuageux   "
"03-05-2016" "7.1" "15.7" "11" "0.0" NA NA NA
"04-05-2016" "3.3" "17.5" "13" "0.0" NA NA NA
"05-05-2016" "6.5" "19.9" "14" "0.0" NA NA NA
"06-05-2016" "10.1" "23.6" "14" "0.0" NA NA NA
"07-05-2016" "11.3" "24.6" "13" "0.0" NA NA NA
"08-05-2016" "12.8" "26.9" "9" "1.0" NA NA "   Très nuageux   "
"09-05-2016" "15.3" "24.1" "8" "5.1" NA NA "   Très nuageux   "
"10-05-2016" "14.5" "20.4" "1" "6.2" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"11-05-2016" "14.4" "23.2" "6" "7.5" "   Eclaircies     " "" NA
"12-05-2016" "13.1" "23.0" "5" "0.0" "   Très nuageux     " NA NA
"13-05-2016" "12.8" "23.5" "13" "0.0" NA NA NA
"14-05-2016" "8.9" "12.6" "4" "0.0" "   Très nuageux     " "" NA
"15-05-2016" "3.0" "14.6" "5" "7.3" "   Très nuageux     " "   Eclaircies     " "   Bruine   "
"16-05-2016" "8.5" "15.2" "1" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"17-05-2016" "7.7" "19.4" "7" "0.0" NA "" NA
"18-05-2016" "9.8" "17.4" "1" "3.0" NA "   Eclaircies     " "   Très nuageux   "
"19-05-2016" "7.0" "18.1" "7" "0.6" "   Eclaircies     " NA NA
"20-05-2016" "10.0" "19.2" "4" "1.2" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"21-05-2016" "13.0" "23.0" "4" "9.1" "   Très nuageux     " "   Eclaircies     " "   Eclaircies   "
"22-05-2016" "12.4" "16.6" "0" "20.6" "   Bruine     " "   Très nuageux     " "   Bruine   "
"23-05-2016" "10.8" "16.8" "3" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"24-05-2016" "10.4" "15.6" "4" "0.0" "   Très nuageux     " "   Eclaircies     " "   Très nuageux   "
"25-05-2016" "7.9" "17.4" "5" "0.0" "   Très nuageux     " "   Eclaircies     " "   Très nuageux   "
"26-05-2016" "7.8" "21.9" "12" "0.0" NA NA NA
"27-05-2016" "13.2" "23.8" "3" "0.0" NA NA NA
"28-05-2016" "12.1" "23.0" "9" "0.6" NA NA NA
"29-05-2016" "13.2" "20.5" "0" "10.6" NA NA "   Très nuageux   "
"30-05-2016" "12.3" "13.2" "0" "45.4" "   Bruine     " "   Très nuageux     " "   Rares averses   "
"31-05-2016" "12.3" "18.2" "0" "0.0" NA "   Très nuageux     " "   Très nuageux   "
"01-06-2016" "13.1" "14.3" "0" "0.0" NA NA "   Bruine   "
"02-06-2016" "11.7" "12.9" "0" "2.0" NA NA "   Très nuageux   "
"03-06-2016" "10.8" "14.4" "0" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"04-06-2016" "11.5" "15.7" "0" "1.8" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"05-06-2016" "12.5" "24.3" "7" "0.0" NA NA "   Très nuageux   "
"06-06-2016" "12.6" "26.6" "10" "0.2" NA NA NA
"07-06-2016" "14.9" "27.1" "8" "39.1" NA NA "   Pluie forte   "
"08-06-2016" "13.3" "24.3" "9" "0.0" NA NA NA
"09-06-2016" "12.3" "21.9" "11" "0.0" NA NA NA
"10-06-2016" "10.2" "22.9" "9" "0.0" NA NA NA
"11-06-2016" "15.6" "23.0" "2" "0.0" NA NA NA
"12-06-2016" "14.6" "20.6" "1" "2.6" "   Très nuageux     " "   Très nuageux     " "   Eclaircies   "
"13-06-2016" "14.7" "18.0" "0" "1.4" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"14-06-2016" "13.4" "19.0" "3" "1.6" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"15-06-2016" "12.4" "19.6" "6" "0.2" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"16-06-2016" "9.8" "19.2" "5" "10.2" "   Rares averses     " "   Très nuageux     " "   Très nuageux   "
"17-06-2016" "13.0" "17.2" "1" "39.6" "   Très nuageux     " "   Bruine     " "   Rares averses   "
"18-06-2016" "12.4" "16.9" "1" "5.4" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"19-06-2016" "10.0" "20.8" "6" "2.2" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"20-06-2016" "14.1" "17.9" "0" "9.7" "   Bruine     " "   Bruine     " "   Très nuageux   "
"21-06-2016" "15.5" "20.0" "1" "4.6" "   Bruine     " "   Très nuageux     " "   Très nuageux   "
"22-06-2016" "13.1" "27.2" "5" "0.0" "   Très nuageux     " "   Très nuageux     " "   Eclaircies   "
"23-06-2016" "17.8" "28.5" "5" "13.9" "   Très nuageux     " NA NA
"24-06-2016" "16.9" "23.3" "12" "0.0" NA NA NA
"25-06-2016" "12.0" "21.0" "11" "0.8" NA NA NA
"26-06-2016" "11.9" "20.6" "7" "0.8" NA "   Très nuageux     " "   Très nuageux   "
"27-06-2016" "12.6" "21.7" "2" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"28-06-2016" "12.3" "22.1" "3" "22.0" "   Très nuageux     " "   Eclaircies     " "   Très nuageux   "
"29-06-2016" "13.5" "20.4" "2" "1.2" "   Eclaircies      " NA "   Très nuageux   "
"30-06-2016" "14.3" "20.7" "1" "2.2" "   Bruine     " "   Très nuageux     " "   Très nuageux   "
"01-07-2016" "15.9" "20.1" "0" "3.4" "   Très nuageux     " "   Très nuageux     " "   Bruine   "
"02-07-2016" "12.3" "19.3" "10" "1.2" NA "" NA
"03-07-2016" "11.4" "19.9" "4" "2.8" NA "" NA
"04-07-2016" "13.2" "22.5" "2" "0.0" "   Très nuageux      " NA "   Très nuageux   "
"05-07-2016" "13.7" "20.2" "2" "0.4" "   Bruine     " "   Très nuageux     " "   Très nuageux   "
"06-07-2016" "11.3" "22.2" "11" "0.0" NA NA "   Très nuageux   "
"07-07-2016" "12.7" "25.6" "7" "0.0" "   Eclaircies     " "   Très nuageux     " "   Eclaircies   "
"08-07-2016" "15.0" "24.1" "6" "0.0" NA NA "   Très nuageux   "
"09-07-2016" "15.4" "26.3" "13" "0.0" NA NA NA
"10-07-2016" "16.4" "28.2" "8" "0.0" NA NA NA
"11-07-2016" "16.0" "21.5" "3" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"12-07-2016" "12.5" "21.1" "8" "2.8" NA "" NA
"13-07-2016" "10.9" "18.2" "1" "17.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"14-07-2016" "10.3" "19.6" "10" "5.8" "   Très nuageux      " NA "   Très nuageux   "
"15-07-2016" "10.8" "23.0" "12" "0.0" NA NA NA
"16-07-2016" "15.1" "25.7" "6" "0.0" "   Très nuageux      " NA "   Très nuageux   "
"17-07-2016" "14.8" "26.3" "4" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"18-07-2016" "15.1" "29.1" "11" "0.0" NA NA "   Très nuageux   "
"19-07-2016" "17.0" "32.2" "15" "0.0" NA NA NA
"20-07-2016" "20.9" "30.7" "12" "0.0" NA "" NA
"21-07-2016" "15.4" "25.7" "6" "0.0" "   Très nuageux     " NA NA
"22-07-2016" "16.8" "25.5" "6" "0.0" "   Eclaircies     " NA NA
"23-07-2016" "16.8" "24.9" "5" "0.0" "   Très nuageux     " "" NA
"24-07-2016" "13.5" "24.7" "13" "0.0" NA NA NA
"25-07-2016" "18.5" "25.9" "7" "0.0" "   Très nuageux     " "" NA
"26-07-2016" "12.8" "22.6" "6" "0.0" NA "   Très nuageux     " "   Très nuageux   "
"27-07-2016" "12.1" "21.3" "1" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"28-07-2016" "17.3" "22.6" "7" "2.8" NA "" NA
"29-07-2016" "16.5" "22.8" "4" "0.4" "   Très nuageux     " "" NA
"30-07-2016" "14.0" "21.8" "2" "0.0" NA "   Très nuageux     " "   Très nuageux   "
"31-07-2016" "13.9" "22.6" "8" "1.4" NA "   Eclaircies     " "   Eclaircies   "
"01-08-2016" "11.6" "21.6" "5" "12.1" "   Très nuageux     " "   Eclaircies     " "   Eclaircies   "
"02-08-2016" "13.7" "19.0" "0" "7.0" NA "" NA
"03-08-2016" "17.7" "19.3" "0" "11.5" "   Bruine     " NA NA
"04-08-2016" "14.3" "21.6" "6" "0.2" NA NA NA
"05-08-2016" "12.9" "23.2" "7" "0.0" NA NA NA
"06-08-2016" "12.3" "23.0" "10" "0.0" NA "" NA
"07-08-2016" "13.2" "24.4" "4" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"08-08-2016" "14.4" "22.4" "7" "0.0" "   Très nuageux     " NA NA
"09-08-2016" "13.2" "20.0" "10" "1.6" "   Très nuageux     " NA NA
"10-08-2016" "10.6" "16.6" "4" "10.0" "   Pluie forte     " "   Très nuageux     " "   Très nuageux   "
"11-08-2016" "9.5" "19.2" "2" "3.0" "   Bruine      " NA "   Très nuageux   "
"12-08-2016" "14.1" "24.9" "9" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"13-08-2016" "13.3" "25.6" "12" "0.2" NA NA NA
"14-08-2016" "12.9" "23.4" "4" "0.0" "   Très nuageux      " NA "   Eclaircies   "
"15-08-2016" "13.7" "22.9" "13" "0.0" NA NA NA
"16-08-2016" "13.4" "24.7" "13" "0.0" NA NA NA
"17-08-2016" "14.0" "26.3" "11" "0.0" NA NA "   Très nuageux   "
"18-08-2016" "14.6" "23.4" "3" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"19-08-2016" "15.0" "23.6" "0" "1.0" NA "   Très nuageux     " "   Eclaircies   "
"20-08-2016" "13.9" "24.2" "10" "1.6" NA "   Eclaircies     " "   Eclaircies   "
"21-08-2016" "14.2" "19.6" "5" "4.8" "   Très nuageux     " "   Bruine     " "   Très nuageux   "
"22-08-2016" "14.9" "26.0" "10" "0.0" NA "" NA
"23-08-2016" "14.0" "29.7" "13" "0.0" NA NA NA
"24-08-2016" "17.7" "34.5" "13" "0.0" NA NA NA
"25-08-2016" "17.2" "35.3" "13" "0.0" NA NA NA
"26-08-2016" "18.5" "28.2" "10" "0.0" NA NA NA
"27-08-2016" "18.4" "33.6" "11" "0.0" NA NA NA
"28-08-2016" "19.7" "24.4" "9" "0.0" "   Très nuageux     " "" NA
"29-08-2016" "17.0" "23.0" "4" "0.0" "   Très nuageux     " "" NA
"30-08-2016" "10.9" "24.7" "12" "0.2" NA NA NA
"31-08-2016" "11.6" "26.8" "11" "0.0" NA "" NA
"01-09-2016" "13.6" "24.9" "7" "0.2" "   Très nuageux     " "" NA
"02-09-2016" "10.7" "23.9" "5" "0.8" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"03-09-2016" "13.7" "23.9" "5" "2.0" "   Très nuageux     " NA NA
"04-09-2016" "17.7" "19.8" "1" "5.8" "   Eclaircies     " "   Très nuageux     " "   Très nuageux   "
"05-09-2016" "16.1" "19.1" "0" "1.3" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"06-09-2016" "18.0" "24.1" "1" "0.4" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"07-09-2016" "14.7" "27.0" "11" "0.0" NA NA NA
"08-09-2016" "14.1" "25.9" "12" "0.2" NA NA NA
"09-09-2016" "10.2" "25.3" "12" "0.0" NA NA NA
"10-09-2016" "12.1" "26.4" "10" "0.2" NA NA NA
"11-09-2016" "17.8" "23.4" "2" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"12-09-2016" "16.9" "30.3" "11" "0.0" NA NA NA
"13-09-2016" "19.0" "32.1" "9" "0.0" "   Très nuageux     " NA NA
"14-09-2016" "19.0" "30.3" "11" "0.0" NA NA NA
"15-09-2016" "15.6" "26.1" "7" "0.8" NA NA "   Très nuageux   "
"16-09-2016" "14.9" "21.5" "4" "23.7" NA "   Très nuageux     " "   Très nuageux   "
"17-09-2016" "14.0" "18.1" "1" "0.2" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"18-09-2016" "13.5" "22.4" "3" "0.2" "   Très nuageux      " NA "   Très nuageux   "
"19-09-2016" "12.5" "21.4" "6" "0.0" NA NA "   Très nuageux   "
"20-09-2016" "12.5" "21.8" "5" "0.2" "   Très nuageux      " NA "   Très nuageux   "
"21-09-2016" "11.3" "21.7" "6" "0.2" "   Très nuageux     " NA NA
"22-09-2016" "10.1" "22.3" "5" "0.0" NA "" NA
"23-09-2016" "10.6" "21.6" "7" "0.2" NA "   Très nuageux     " "   Très nuageux   "
"24-09-2016" "10.4" "24.5" "10" "0.0" NA NA NA
"25-09-2016" "12.2" "20.7" "6" "0.2" NA "   Très nuageux     " "   Très nuageux   "
"26-09-2016" "7.8" "18.6" "2" "0.2" "   Eclaircies     " NA NA
"27-09-2016" "7.0" "22.4" "9" "0.0" NA NA NA
"28-09-2016" "15.1" "22.3" "7" "0.0" NA NA NA
"29-09-2016" "13.6" "18.2" "1" "1.2" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"30-09-2016" "11.9" "19.0" "2" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"01-10-2016" "10.0" "18.9" "4" "1.6" NA "   Très nuageux     " "   Très nuageux   "
"02-10-2016" "9.8" "15.3" "2" "6.9" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"03-10-2016" "5.6" "17.9" "7" "0.2" NA "" NA
"04-10-2016" "10.2" "16.5" "6" "0.0" "   Très nuageux     " NA NA
"05-10-2016" "7.5" "14.8" "10" "0.0" NA NA NA
"06-10-2016" "4.5" "13.9" "7" "0.0" "   Très nuageux      " NA "   Très nuageux   "
"07-10-2016" "9.1" "13.6" "0" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"08-10-2016" "8.8" "15.8" "3" "0.0" "   Très nuageux     " "" NA
"09-10-2016" "4.3" "15.3" "8" "0.0" NA NA NA
"10-10-2016" "6.0" "14.2" "3" "0.8" NA "   Très nuageux     " "   Très nuageux   "
"11-10-2016" "3.8" "13.6" "8" "0.0" NA NA NA
"12-10-2016" "6.0" "10.5" "0" "2.6" "   Bruine     " "   Très nuageux     " "   Très nuageux   "
"13-10-2016" "5.2" "13.0" "7" "0.0" NA NA NA
"14-10-2016" "8.4" "13.0" "0" "8.7" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"15-10-2016" "9.9" "16.3" "6" "0.0" "   Très nuageux     " "" NA
"16-10-2016" "8.2" "20.8" "8" "15.2" NA NA NA
"17-10-2016" "10.9" "17.0" "3" "0.2" "   Très nuageux     " "" NA
"18-10-2016" "8.3" "13.1" "0" "2.0" "   Très nuageux     " "   Bruine     " "   Très nuageux   "
"19-10-2016" "7.4" "12.6" "0" "12.7" "   Très nuageux     " "   Bruine     " "   Très nuageux   "
"20-10-2016" "6.9" "15.0" "3" "10.1" "   Très nuageux     " "" NA
"21-10-2016" "5.8" "13.8" "3" "0.6" "   Bancs de brouillard      " NA "   Très nuageux   "
"22-10-2016" "4.8" "15.4" "3" "0.0" "   Très nuageux     " "" NA
"23-10-2016" "4.7" "7.3" "0" "0.4" "   Bancs de brouillard      " NA "   Très nuageux   "
"24-10-2016" "6.4" "10.3" "0" "0.0" NA NA NA
"25-10-2016" "5.6" "11.2" "0" "0.2" NA NA "   Très nuageux   "
"26-10-2016" "2.3" "12.0" "3" "0.2" "   Bancs de brouillard     " NA NA
"27-10-2016" "6.1" "13.9" "0" "0.0" NA "   Très nuageux     " "   Très nuageux   "
"28-10-2016" "11.0" "15.2" "1" "0.0" "   Eclaircies     " "   Très nuageux     " "   Très nuageux   "
"29-10-2016" "11.5" "16.6" "4" "0.4" NA "" NA
"30-10-2016" "4.9" "16.0" "7" "0.0" NA NA NA
"31-10-2016" "6.9" "17.3" "8" "0.2" NA NA NA
"01-11-2016" "4.3" "15.7" "5" "0.4" "   Bancs de brouillard      " NA "   Très nuageux   "
"02-11-2016" "4.9" "11.1" "6" "0.0" NA "" NA
"03-11-2016" "3.8" "12.0" "6" "0.0" NA NA "   Très nuageux   "
"04-11-2016" "4.3" "9.3" "0" "3.0" NA "   Très nuageux     " "   Bruine   "
"05-11-2016" "4.7" "10.1" "3" "1.2" NA "   Très nuageux     " "   Très nuageux   "
"06-11-2016" "3.1" "7.6" "4" "0.2" NA "   Très nuageux     " "   Très nuageux   "
"07-11-2016" "3.6" "5.8" "0" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"08-11-2016" "0.7" "7.2" "3" "1.0" "   Très nuageux     " "" NA
"09-11-2016" "0.9" "7.0" "0" "16.5" "   Bruine     " "   Bruine     " "   Bruine   "
"10-11-2016" "4.8" "9.9" "2" "7.6" NA "   Très nuageux     " "   Très nuageux   "
"11-11-2016" "2.3" "7.5" "7" "0.0" NA NA NA
"12-11-2016" "-1.8" "5.0" "1" "2.4" "   Très nuageux      " NA "   Très nuageux   "
"13-11-2016" "3.4" "8.6" "0" "0.2" "   Très nuageux     " "" NA
"14-11-2016" "3.5" "9.7" "0" "1.0" "   Très nuageux     " "   Bruine     " "   Très nuageux   "
"15-11-2016" "7.0" "13.7" "0" "2.8" NA "   Très nuageux     " "   Très nuageux   "
"16-11-2016" "11.8" "14.3" "0" "3.6" "   Très nuageux     " "" NA
"17-11-2016" "8.7" "12.4" "1" "10.6" "   Très nuageux     " "   Très nuageux     " "   Bruine   "
"18-11-2016" "3.1" "8.3" "0" "8.4" "   Rares averses     " "   Très nuageux     " "   Eclaircies   "
"19-11-2016" "4.2" "8.8" "1" "0.6" NA NA "   Très nuageux   "
"20-11-2016" "6.1" "12.8" "1" "9.9" "   Très nuageux      " NA "   Très nuageux   "
"21-11-2016" "8.8" "15.0" "0" "0.2" "   Bruine     " "   Très nuageux     " "   Bruine   "
"22-11-2016" "8.0" "11.8" "2" "1.0" NA NA "   Très nuageux   "
"23-11-2016" "6.5" "11.1" "1" "5.2" "   Bruine     " "" NA
"24-11-2016" "7.8" "11.3" "3" "0.0" NA NA NA
"25-11-2016" "3.9" "8.2" "6" "0.0" "   Très nuageux     " NA NA
"26-11-2016" "3.8" "7.3" "0" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"27-11-2016" "1.1" "9.1" "1" "0.0" NA "" NA
"28-11-2016" "1.3" "5.2" "7" "0.0" NA NA NA
"29-11-2016" "-2.7" "3.4" "7" "0.0" NA NA NA
"30-11-2016" "-5.1" "5.9" "7" "0.0" NA NA NA
"01-12-2016" "-1.6" "8.2" "7" "0.0" NA NA "   Très nuageux   "
"02-12-2016" "3.9" "8.8" "0" "0.2" "   Très nuageux     " "   Bruine     " "   Très nuageux   "
"03-12-2016" "0.7" "5.2" "4" "0.0" "   Bancs de brouillard     " NA NA
"04-12-2016" "-2.1" "4.5" "7" "0.0" NA NA NA
"05-12-2016" "-2.4" "5.2" "7" "0.0" NA NA NA
"06-12-2016" "0.1" "7.9" "5" "0.0" NA NA NA
"07-12-2016" "1.8" "9.2" "2" "0.0" "   Très nuageux     " NA NA
"08-12-2016" "2.6" "8.4" "4" "0.0" NA "" NA
"09-12-2016" "6.9" "11.1" "4" "0.0" "   Très nuageux     " NA NA
"10-12-2016" "4.0" "10.1" "0" "2.2" NA NA NA
"11-12-2016" "4.1" "10.6" "7" "0.0" NA NA NA
"12-12-2016" "3.6" "5.4" "0" "4.2" "   Bancs de brouillard      " NA "   Très nuageux   "
"13-12-2016" "4.2" "7.8" "0" "0.0" NA NA "   Très nuageux   "
"14-12-2016" "2.3" "10.7" "6" "0.0" NA NA NA
"15-12-2016" "1.9" "7.6" "6" "0.0" NA NA NA
"16-12-2016" "3.6" "9.2" "2" "0.0" "   Très nuageux     " NA NA
"17-12-2016" "-0.1" "6.8" "0" "0.0" "   Bancs de brouillard     " "   Bancs de brouillard     " "   Bancs de brouillard   "
"18-12-2016" "5.8" "6.7" "0" "0.2" NA NA "   Très nuageux   "
"19-12-2016" "5.4" "7.2" "2" "0.2" NA NA NA
"20-12-2016" "-0.4" "4.4" "2" "0.0" NA NA "   Très nuageux   "
"21-12-2016" "1.5" "6.6" "1" "15.5" NA NA "   Très nuageux   "
"22-12-2016" "5.2" "6.4" "0" "0.6" NA "   Bancs de brouillard     " "   Bancs de brouillard   "
"23-12-2016" "1.7" "8.0" "4" "0.2" NA "   Eclaircies     " "   Très nuageux   "
"24-12-2016" "5.6" "9.7" "0" "0.2" "   Eclaircies      " NA "   Très nuageux   "
"25-12-2016" "7.6" "11.1" "0" "0.4" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"26-12-2016" "3.3" "11.2" "2" "2.0" "   Bruine     " NA NA
"27-12-2016" "-0.6" "7.9" "7" "0.0" NA NA NA
"28-12-2016" "-2.6" "2.0" "1" "0.0" NA "   Bancs de brouillard     " "   Bancs de brouillard   "
"29-12-2016" "-2.5" "-1.0" "0" "0.0" "   Brouillard givrant     " "   Brouillard givrant     " "   Brouillard givrant   "
"30-12-2016" "-4.8" "-0.6" "2" "0.0" NA NA "   Brouillard givrant   "
"31-12-2016" "-3.3" "-2.2" "0" "0.0" "   Brouillard givrant     " "" NA
"01-01-2017" "-4.3" "0.4" "0" "1.4" NA NA NA
"02-01-2017" "-1.0" "6.0" "6" "0.0" NA NA "   Eclaircies   "
"03-01-2017" "-2.6" "5.8" "6" "0.2" NA NA NA
"04-01-2017" "2.1" "7.3" "1" "2.4" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"05-01-2017" "0.3" "6.5" "5" "0.0" NA NA "   Très nuageux   "
"06-01-2017" "-4.6" "1.5" "7" "0.0" NA NA NA
"07-01-2017" "-2.6" "4.3" "0" "1.2" "   Très nuageux     " NA NA
"08-01-2017" "1.0" "7.4" "0" "0.4" "   Bancs de brouillard     " "   Bancs de brouillard     " "   Bancs de brouillard   "
"09-01-2017" "4.1" "7.2" "0" "6.0" "   Très nuageux      " NA "   Très nuageux   "
"10-01-2017" "2.2" "7.6" "0" "0.8" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"11-01-2017" "5.6" "12.4" "2" "0.8" "   Bruine      " NA "   Très nuageux   "
"12-01-2017" "3.9" "6.8" "0" "17.1" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"13-01-2017" "0.5" "4.9" "2" "2.4" NA "   Bruine     " "   Neige   "
"14-01-2017" "-0.5" "5.1" "2" "3.0" NA "" NA
"15-01-2017" "-0.2" "3.4" "0" "1.6" "   Très nuageux     " "   Bruine     " "   Bruine   "
"16-01-2017" "-2.0" "2.8" "0" "0.0" "   Bancs de brouillard     " NA NA
"17-01-2017" "-3.2" "-0.5" "4" "0.0" NA NA NA
"18-01-2017" "-4.8" "0.1" "6" "0.0" NA NA NA
"19-01-2017" "-3.9" "2.1" "7" "0.0" NA NA NA
"20-01-2017" "-3.4" "3.8" "8" "0.0" NA NA NA
"21-01-2017" "-5.0" "2.4" "8" "0.0" NA NA NA
"22-01-2017" "-5.9" "4.3" "8" "0.0" NA NA NA
"23-01-2017" "-3.6" "1.9" "0" "0.0" NA NA NA
"24-01-2017" "-1.2" "1.6" "0" "0.0" "   Bancs de brouillard     " "   Bancs de brouillard     " "   Bancs de brouillard   "
"25-01-2017" "-1.2" "0.1" "0" "0.0" NA NA NA
"26-01-2017" "-4.5" "1.9" "7" "0.0" NA NA NA
"27-01-2017" "-4.2" "6.4" "2" "0.0" NA NA "   Très nuageux   "
"28-01-2017" "4.0" "9.6" "1" "0.2" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"29-01-2017" "1.9" "6.7" "1" "9.5" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"30-01-2017" "5.1" "8.5" "0" "0.8" NA "   Bruine     " "   Très nuageux   "
"31-01-2017" "3.2" "6.1" "0" "0.0" NA NA NA
"01-02-2017" "3.3" "9.1" "0" "2.0" "   Très nuageux     " "   Très nuageux     " "   Bruine   "
"02-02-2017" "6.7" "13.1" "2" "0.2" "   Très nuageux      " NA "   Bruine   "
"03-02-2017" "7.5" "11.0" "6" "0.4" NA "" NA
"04-02-2017" "3.7" "6.1" "0" "7.1" "   Très nuageux     " "   Bruine     " "   Bruine   "
"05-02-2017" "3.8" "6.7" "0" "18.6" "   Très nuageux     " "   Très nuageux     " "   Bruine   "
"06-02-2017" "2.9" "8.3" "3" "2.0" NA "   Très nuageux     " "   Eclaircies   "
"07-02-2017" "4.3" "6.9" "0" "1.0" "   Bruine     " "" NA
"08-02-2017" "2.7" "4.9" "0" "0.2" NA NA NA
"09-02-2017" "1.0" "1.9" "0" "0.0" NA NA NA
"10-02-2017" "-2.3" "-0.2" "0" "0.0" NA NA NA
"11-02-2017" "-0.5" "1.2" "0" "0.0" NA NA "   Bruine   "
"12-02-2017" "0.6" "6.4" "0" "0.0" NA NA NA
"13-02-2017" "1.2" "9.6" "8" "0.0" NA NA NA
"14-02-2017" "0.2" "14.5" "8" "0.0" NA NA NA
"15-02-2017" "3.6" "15.0" "7" "0.0" NA NA NA
"16-02-2017" "1.3" "10.0" "2" "0.0" NA "   Très nuageux     " "   Très nuageux   "
"17-02-2017" "4.8" "11.6" "2" "0.2" NA "   Très nuageux     " "   Très nuageux   "
"18-02-2017" "1.5" "9.8" "3" "0.0" "   Bancs de brouillard      " NA "   Très nuageux   "
"19-02-2017" "2.0" "10.5" "2" "0.4" NA "   Très nuageux     " "   Très nuageux   "
"20-02-2017" "7.6" "11.1" "0" "1.2" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"21-02-2017" "9.2" "11.2" "0" "4.8" "   Bruine     " "   Très nuageux     " "   Très nuageux   "
"22-02-2017" "9.6" "10.8" "0" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"23-02-2017" "8.5" "11.6" "1" "0.2" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"24-02-2017" "3.8" "7.7" "1" "1.6" "   Bruine     " "" NA
"25-02-2017" "0.3" "10.1" "2" "0.0" "   Très nuageux     " NA NA
