"date" "Temp.min" "Temp.max" "Duree.ensoleil" "Hauteur.precip" "10h" "13h" "16h"
"01-01-2015" "-1.1" "6.9" "5" "0.4" "   Ensoleillé     " "   Eclaircies     " "   Très nuageux   "
"02-01-2015" "2.7" "10.7" "3" "0.0" NA "   Eclaircies     " "   Ensoleillé   "
"03-01-2015" "0.9" "11.0" "0" "10.9" "   Pluie et neige      " "   Bruine     " "   Bruine   "
"04-01-2015" "-0.3" "6.0" "6" "0.0" "   Ensoleillé     " "   Ensoleillé     " "   Ensoleillé   "
"05-01-2015" "-1.6" "3.8" "2" "0.0" NA "   Eclaircies     " "   Très nuageux   "
"06-01-2015" "-1.7" "3.8" "0" "0.0" NA NA NA
"07-01-2015" "-1.0" "6.7" "5" "1.2" "   Ensoleillé     " "   Eclaircies     " "   Très nuageux   "
"08-01-2015" "2.6" "9.6" "0" "12.5" "   Bruine     " "" NA
"09-01-2015" "5.2" "14.5" "0" "0.2" "   Bruine     " "   Très nuageux     " "   Très nuageux   "
"10-01-2015" "8.4" "12.8" "0" "0.8" "   Très nuageux     " "" NA
"11-01-2015" "2.9" "7.8" "5" "2.4" "   Ensoleillé     " "   Eclaircies     " "   Très nuageux   "
"12-01-2015" "6.5" "10.3" "0" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"13-01-2015" "8.2" "10.4" "0" "6.8" "   Bruine      " NA "   Eclaircies   "
"14-01-2015" "2.7" "9.7" "3" "7.4" "   Bruine      " NA "   Ensoleillé   "
"15-01-2015" "4.9" "10.6" "0" "2.6" "   Bruine     " "   Bruine     " "   Très nuageux   "
"16-01-2015" "3.1" "8.3" "4" "0.0" "   Eclaircies     " "   Ensoleillé     " "   Eclaircies   "
"17-01-2015" "-2.6" "5.8" "7" "0.4" "   Ensoleillé     " "   Ensoleillé     " "   Eclaircies   "
"18-01-2015" "2.4" "3.9" "0" "14.1" "   Bruine     " "   Bruine     " "   Bruine   "
"19-01-2015" "0.2" "4.9" "1" "0.2" NA "   Très nuageux     " "   Eclaircies   "
"20-01-2015" "-1.8" "4.6" "6" "0.0" "   Eclaircies     " "   Eclaircies     " "   Eclaircies   "
"21-01-2015" "-1.2" "3.0" "3" "0.0" "   Très nuageux     " "   Très nuageux     " "   Eclaircies   "
"22-01-2015" "-2.3" "-0.1" "2" "0.0" NA NA NA
"23-01-2015" "-1.4" "3.5" "4" "7.1" NA "   Ensoleillé     " "   Ensoleillé   "
"24-01-2015" "-3.2" "6.4" "2" "0.6" "   Eclaircies     " "   Eclaircies     " "   Eclaircies   "
"25-01-2015" "-0.6" "7.1" "0" "0.4" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"26-01-2015" "4.6" "9.4" "0" "1.0" "   Bruine     " "" NA
"27-01-2015" "0.9" "6.6" "0" "0.2" "   Très nuageux     " "   Bruine     " "   Très nuageux   "
"28-01-2015" "4.5" "8.5" "0" "2.6" "   Très nuageux      " NA "   Pluies éparses   "
"29-01-2015" "1.1" "4.2" "1" "2.4" "   Eclaircies     " "   Très nuageux     " "   Eclaircies   "
"30-01-2015" "0.3" "4.2" "1" "2.8" "   Neige     " "   Très nuageux     " "   Très nuageux   "
"31-01-2015" "-2.0" "3.8" "3" "3.4" "   Eclaircies     " "" NA
"01-02-2015" "1.4" "4.5" "0" "15.2" NA "   Très nuageux     " "   Bruine   "
"02-02-2015" "-0.8" "3.7" "6" "0.0" "   Ensoleillé     " "   Eclaircies     " "   Eclaircies   "
"03-02-2015" "-2.4" "4.5" "6" "0.2" "   Très nuageux     " "   Eclaircies     " "   Eclaircies   "
"04-02-2015" "-0.5" "5.9" "7" "0.4" "   Ensoleillé     " "   Ensoleillé     " "   Eclaircies   "
"05-02-2015" "-3.5" "2.4" "3" "0.0" NA "   Eclaircies     " "   Eclaircies   "
"06-02-2015" "-1.8" "2.0" "5" "0.0" "   Très nuageux     " "   Eclaircies     " "   Ensoleillé   "
"07-02-2015" "-2.1" "5.5" "6" "0.2" "   Ensoleillé     " "   Eclaircies     " "   Très nuageux   "
"08-02-2015" "3.9" "7.3" "2" "0.2" "   Eclaircies      " NA "   Eclaircies   "
"09-02-2015" "-1.1" "5.2" "0" "0.0" NA "   Très nuageux     " "   Très nuageux   "
"10-02-2015" "3.1" "6.0" "0" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"11-02-2015" "3.2" "4.1" "0" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"12-02-2015" "0.7" "5.8" "2" "0.0" NA NA "   Eclaircies   "
"13-02-2015" "0.0" "10.6" "6" "2.2" "   Ensoleillé     " "   Ensoleillé     " "   Eclaircies   "
"14-02-2015" "6.2" "9.7" "1" "0.8" "   Très nuageux     " "   Très nuageux     " "   Eclaircies   "
"15-02-2015" "2.7" "10.3" "8" "0.0" "   Eclaircies     " "   Eclaircies     " "   Eclaircies   "
"16-02-2015" "-1.3" "4.4" "0" "1.2" "   Bancs de brouillard     " NA NA
"17-02-2015" "2.8" "8.7" "2" "1.2" "   Bruine     " "   Très nuageux     " "   Eclaircies   "
"18-02-2015" "-3.5" "3.7" "1" "0.0" "   Brouillard givrant     " "" NA
"19-02-2015" "0.4" "5.6" "1" "1.8" NA "   Eclaircies     " "   Eclaircies   "
"20-02-2015" "3.8" "7.3" "0" "15.7" "   Très nuageux     " "   Rares averses     " "   Rares averses   "
"21-02-2015" "1.0" "6.4" "3" "3.2" "   Eclaircies     " "" NA
"22-02-2015" "-1.4" "7.6" "7" "5.6" "   Ensoleillé     " "   Eclaircies     " "   Eclaircies   "
"23-02-2015" "3.8" "9.9" "4" "1.4" "   Eclaircies     " "   Très nuageux     " "   Très nuageux   "
"24-02-2015" "2.8" "9.9" "3" "3.2" NA "   Eclaircies     " "   Eclaircies   "
"25-02-2015" "1.8" "7.9" "0" "6.9" "   Bruine     " "   Bruine     " "   Bruine   "
"26-02-2015" "3.5" "9.9" "0" "9.0" "   Bruine     " "   Bruine     " "   Bruine   "
"27-02-2015" "2.2" "8.4" "7" "0.0" "   Ensoleillé     " "   Eclaircies     " "   Ensoleillé   "
"28-02-2015" "-0.4" "9.8" "4" "2.8" "   Très nuageux     " "   Eclaircies     " "   Très nuageux   "
"01-03-2015" "7.0" "11.0" "2" "0.8" "   Eclaircies     " "   Très nuageux     " "   Très nuageux   "
"02-03-2015" "3.7" "8.4" "6" "1.0" "   Ensoleillé     " "   Eclaircies     " "   Eclaircies   "
"03-03-2015" "1.7" "8.9" "3" "3.0" "   Très nuageux      " NA "   Eclaircies   "
"04-03-2015" "0.9" "9.0" "6" "0.0" "   Ensoleillé     " "   Eclaircies     " "   Eclaircies   "
"05-03-2015" "-1.1" "10.8" "8" "0.0" "   Eclaircies     " "   Ensoleillé     " "   Eclaircies   "
"06-03-2015" "1.3" "11.5" "4" "0.0" "   Très nuageux     " "   Eclaircies     " "   Eclaircies   "
"07-03-2015" "2.4" "13.7" "5" "0.0" "   Très nuageux     " "   Très nuageux     " "   Eclaircies   "
"08-03-2015" "3.0" "16.5" "10" "0.0" "   Ensoleillé     " "   Ensoleillé     " "   Ensoleillé   "
"09-03-2015" "6.0" "10.8" "0" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"10-03-2015" "8.4" "13.0" "7" "0.0" "   Très nuageux     " "   Eclaircies     " "   Eclaircies   "
"11-03-2015" "1.2" "12.4" "9" "0.0" "   Très nuageux     " "   Très nuageux     " "   Eclaircies   "
"12-03-2015" "0.7" "14.7" "10" "0.0" "   Ensoleillé     " "   Ensoleillé     " "   Ensoleillé   "
"13-03-2015" "2.2" "12.3" "10" "0.0" "   Eclaircies     " "   Eclaircies     " "   Eclaircies   "
"14-03-2015" "1.9" "9.1" "7" "1.8" "   Ensoleillé     " "   Ensoleillé     " "   Eclaircies   "
"15-03-2015" "3.4" "7.7" "0" "0.0" NA "   Très nuageux     " "   Très nuageux   "
"16-03-2015" "2.2" "12.3" "10" "0.0" "   Eclaircies     " "   Eclaircies     " "   Ensoleillé   "
"17-03-2015" "2.8" "17.4" "10" "0.0" "   Ensoleillé     " "   Ensoleillé     " "   Ensoleillé   "
"18-03-2015" "5.1" "11.8" "6" "0.0" NA NA NA
"19-03-2015" "5.6" "7.9" "0" "0.2" "   Bruine     " "" NA
"20-03-2015" "5.6" "8.3" "1" "0.0" NA NA NA
"21-03-2015" "3.1" "9.0" "2" "0.6" "   Très nuageux     " "" NA
"22-03-2015" "5.2" "7.7" "1" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"23-03-2015" "-1.5" "11.2" "8" "0.0" "   Ensoleillé     " "   Eclaircies     " "   Eclaircies   "
"24-03-2015" "-0.7" "10.4" "3" "17.1" "   Très nuageux     " "   Eclaircies     " "   Bruine   "
"25-03-2015" "3.9" "8.1" "1" "1.5" "   Bruine     " "" NA
"26-03-2015" "-0.8" "8.8" "0" "2.6" "   Très nuageux     " "   Bruine     " "   Très nuageux   "
"27-03-2015" "1.6" "11.5" "9" "0.0" "   Eclaircies     " "   Très nuageux     " "   Eclaircies   "
"28-03-2015" "3.1" "13.7" "0" "3.0" NA "   Très nuageux     " "   Très nuageux   "
"29-03-2015" "9.2" "11.9" "0" "13.7" "   Bruine     " "   Bruine     " "   Très nuageux   "
"30-03-2015" "6.8" "11.6" "5" "1.4" "   Eclaircies     " "   Eclaircies     " "   Très nuageux   "
"31-03-2015" "7.3" "14.0" "5" "2.2" "   Très nuageux     " "   Risque de grêle     " "   Eclaircies   "
"01-04-2015" "2.3" "11.2" "5" "12.1" "   Eclaircies     " "   Eclaircies     " "   Très nuageux   "
"02-04-2015" "6.3" "8.9" "6" "0.6" NA "   Eclaircies     " "   Eclaircies   "
"03-04-2015" "1.6" "8.6" "0" "3.2" "   Bruine     " "   Bruine     " "   Bruine   "
"04-04-2015" "5.6" "7.8" "1" "1.0" "   Bruine     " "   Très nuageux     " "   Très nuageux   "
"05-04-2015" "1.9" "10.8" "11" "0.0" "   Eclaircies     " "   Ensoleillé     " "   Ensoleillé   "
"06-04-2015" "0.3" "10.0" "0" "0.0" "   Très nuageux     " "" NA
"07-04-2015" "-0.1" "14.7" "11" "0.0" "   Eclaircies     " "   Eclaircies     " "   Eclaircies   "
"08-04-2015" "4.0" "14.6" "9" "0.0" "   Eclaircies     " "   Eclaircies     " "   Eclaircies   "
"09-04-2015" "4.5" "18.9" "12" "0.2" NA NA NA
"10-04-2015" "4.1" "22.1" "12" "0.0" "   Eclaircies     " "   Eclaircies     " "   Eclaircies   "
"11-04-2015" "10.4" "14.8" "2" "0.6" "   Très nuageux     " "   Très nuageux     " "   Eclaircies   "
"12-04-2015" "2.5" "18.3" "11" "0.0" "   Très nuageux     " "   Ensoleillé     " "   Très nuageux   "
"13-04-2015" "7.4" "16.3" "4" "0.2" "   Très nuageux     " "   Très nuageux     " "   Eclaircies   "
"14-04-2015" "7.0" "22.9" "13" "0.0" "   Eclaircies     " "   Eclaircies     " "   Eclaircies   "
"15-04-2015" "8.3" "25.7" "13" "0.0" "   Ensoleillé     " "   Ensoleillé     " "   Eclaircies   "
"16-04-2015" "8.6" "18.2" "5" "0.0" "   Très nuageux     " "   Eclaircies     " "   Très nuageux   "
"17-04-2015" "8.3" "15.6" "6" "0.0" "   Très nuageux     " "   Eclaircies     " "   Eclaircies   "
"18-04-2015" "4.4" "15.1" "13" "0.0" "   Ensoleillé     " "   Ensoleillé     " "   Ensoleillé   "
"19-04-2015" "4.5" "14.4" "12" "0.0" "   Eclaircies     " "   Eclaircies     " "   Eclaircies   "
"20-04-2015" "4.9" "19.7" "13" "0.0" "   Eclaircies     " "   Eclaircies     " "   Ensoleillé   "
"21-04-2015" "6.2" "19.8" "13" "0.0" "   Eclaircies     " "   Eclaircies     " "   Eclaircies   "
"22-04-2015" "5.9" "13.9" "12" "0.0" "   Ensoleillé     " "   Eclaircies     " "   Eclaircies   "
"23-04-2015" "5.0" "18.5" "13" "0.0" "   Ensoleillé     " "   Ensoleillé     " "   Ensoleillé   "
"24-04-2015" "4.6" "22.6" "10" "1.2" "   Ensoleillé     " "   Eclaircies     " "   Très nuageux   "
"25-04-2015" "11.0" "17.7" "1" "2.0" "   Très nuageux     " "   Très nuageux     " "   Eclaircies   "
"26-04-2015" "10.0" "16.3" "0" "7.6" "   Bruine     " "   Très nuageux     " "   Bruine   "
"27-04-2015" "6.0" "13.2" "10" "0.0" "   Eclaircies     " "   Eclaircies     " "   Eclaircies   "
"28-04-2015" "1.6" "13.1" "12" "0.0" "   Eclaircies     " "   Eclaircies     " "   Ensoleillé   "
"29-04-2015" "2.4" "15.8" "4" "2.4" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"30-04-2015" "5.4" "15.1" "9" "0.0" "   Eclaircies     " "   Eclaircies     " "   Eclaircies   "
"01-05-2015" "3.6" "14.3" "3" "0.0" "   Très nuageux     " "   Très nuageux     " "   Eclaircies   "
"02-05-2015" "7.4" "15.1" "2" "0.2" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"03-05-2015" "11.4" "17.9" "1" "3.4" NA "" NA
"04-05-2015" "11.1" "20.4" "5" "34.1" "   Très nuageux     " "   Très nuageux     " "   Eclaircies   "
"05-05-2015" "13.6" "20.1" "9" "7.4" "   Très nuageux      " NA "   Ensoleillé   "
"06-05-2015" "9.4" "16.7" "10" "0.8" "   Eclaircies      " NA "   Eclaircies   "
"07-05-2015" "7.5" "16.5" "6" "0.0" "   Eclaircies     " "   Très nuageux     " "   Très nuageux   "
"08-05-2015" "9.6" "20.4" "9" "0.2" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"09-05-2015" "12.9" "17.0" "4" "0.0" "   Très nuageux     " "   Bruine     " "   Eclaircies   "
"10-05-2015" "9.3" "20.5" "6" "0.0" "   Très nuageux     " "   Eclaircies     " "   Eclaircies   "
"11-05-2015" "11.6" "25.2" "7" "0.0" "   Très nuageux     " "   Eclaircies     " "   Eclaircies   "
"12-05-2015" "11.9" "19.1" "9" "0.2" "   Eclaircies     " "   Eclaircies     " "   Eclaircies   "
"13-05-2015" "5.6" "19.5" "11" "0.0" "   Ensoleillé     " "   Ensoleillé     " "   Eclaircies   "
"14-05-2015" "7.1" "14.1" "2" "9.1" "   Très nuageux     " "   Très nuageux     " "   Bruine   "
"15-05-2015" "9.3" "14.6" "5" "0.0" "   Très nuageux     " "   Très nuageux     " "   Eclaircies   "
"16-05-2015" "7.3" "16.8" "0" "0.4" "   Très nuageux      " NA "   Très nuageux   "
"17-05-2015" "7.4" "18.2" "12" "0.0" "   Eclaircies     " "   Eclaircies     " "   Eclaircies   "
"18-05-2015" "6.6" "16.8" "2" "1.0" "   Eclaircies     " "" NA
"19-05-2015" "6.4" "14.6" "7" "5.1" "   Très nuageux     " "   Eclaircies     " "   Eclaircies   "
"20-05-2015" "5.8" "15.7" "6" "0.4" "   Eclaircies     " "   Eclaircies     " "   Très nuageux   "
"21-05-2015" "4.5" "18.5" "11" "0.0" "   Ensoleillé     " "   Eclaircies     " "   Eclaircies   "
"22-05-2015" "7.8" "19.9" "6" "0.0" "   Très nuageux     " "   Eclaircies     " "   Eclaircies   "
"23-05-2015" "11.6" "18.1" "0" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"24-05-2015" "5.5" "20.9" "11" "0.6" "   Ensoleillé     " "   Ensoleillé     " "   Eclaircies   "
"25-05-2015" "12.4" "16.0" "4" "0.0" "   Très nuageux     " "   Eclaircies     " "   Eclaircies   "
"26-05-2015" "8.9" "19.5" "9" "0.0" "   Très nuageux     " "   Très nuageux     " "   Eclaircies   "
"27-05-2015" "11.2" "20.4" "11" "0.0" "   Eclaircies     " "   Eclaircies     " "   Ensoleillé   "
"28-05-2015" "12.7" "18.0" "4" "0.0" "   Très nuageux     " "   Très nuageux     " "   Eclaircies   "
"29-05-2015" "7.6" "14.8" "2" "1.6" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"30-05-2015" "6.5" "16.6" "10" "0.0" "   Très nuageux     " "   Très nuageux     " "   Eclaircies   "
"31-05-2015" "8.2" "16.2" "0" "8.4" "   Bruine     " "   Bruine     " "   Bruine   "
"01-06-2015" "7.6" "16.5" "3" "2.8" NA "   Très nuageux     " "   Eclaircies   "
"02-06-2015" "10.9" "18.9" "0" "0.6" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
"03-06-2015" "11.9" "18.5" "7" "0.0" "   Très nuageux     " "   Très nuageux     " "   Eclaircies   "
"04-06-2015" "6.6" "24.4" "15" "0.0" NA NA NA
"05-06-2015" "14.1" "32.2" "9" "1.4" NA NA "   Rares averses   "
"06-06-2015" "10.6" "19.8" "15" "0.0" NA NA NA
"07-06-2015" "7.5" "20.4" "14" "0.0" NA "" NA
"08-06-2015" "8.8" "18.3" "10" "0.0" NA NA NA
"09-06-2015" "8.9" "17.3" "13" "0.0" "   Très nuageux     " NA NA
"10-06-2015" "9.1" "22.3" "15" "0.0" NA NA NA
"11-06-2015" "12.7" "25.8" "15" "0.0" NA NA NA
"12-06-2015" "16.6" "28.6" "8" "2.0" NA NA NA
"13-06-2015" "14.3" "21.6" "9" "0.0" "   Très nuageux     " "" NA
"14-06-2015" "9.6" "21.8" "13" "0.0" NA NA NA
"15-06-2015" "13.9" "20.7" "4" "0.0" "   Très nuageux     " "   Eclaircies     " "   Très nuageux   "
"16-06-2015" "9.7" "19.6" "12" "0.0" NA "" NA
"17-06-2015" "9.2" "23.3" "11" "2.4" NA "" NA
"18-06-2015" "14.1" "18.7" "7" "0.0" "   Très nuageux     " NA NA
"19-06-2015" "10.2" "17.8" "3" "0.0" "   Très nuageux     " "   Très nuageux     " "   Très nuageux   "
